business_id,Date,Rating,Content,Review_auther,Review_image,Reactions,Replies,review_order,Eelite_status,check-in_status,business_name,recommended_review
"hog-island-larkspur-larkspur","""23/06/2023""",4,"Stopped by this place on the way home from some shopping interested to try their oysters. The restaurant is a bit smaller than I thought but offers indoor & outdoor seating when weather permits. However, it has a nice seaside vibe. They have an extensive menu but I only tried their oysters which were fresh & tasty (9/10). The drink was ok (7/10) but service overall wasn't bad. I'll definitely be back to try more items on their menu.","{""Friends"":320,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/MpJa3L80dOTP8u3adhBjqA/60s.jpg"",""Location"":""East Oakland, Oakland, CA"",""Photos"":128,""Reviews_made"":57,""URL"":""https://www.yelp.com/user_details?userid=uhb8fdBAQ_0JWvLT-xnzfQ"",""Username"":""Idella W.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/2_vKROulD1Ku432Zr_rLWA/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/1PbOr7bDMc3EE5xQiB307w/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/f8el-rrhZFXeYubkrh0-kw/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/oO2adFmR17UtHwUWac7ZWQ/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/7EH6fNmvtaqbbA7CGMRQOw/348s.jpg""]","[{""Number"":1,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",105,"","0 check-in","Hog Island Larkspur",true
"blue-elephant-thai-restaurant-coralville","""11/06/2024""",4,"I usually always order chicken pad Thai as my first dish at any new Thai restaurant I try as this gives me an idea of their style of cooking and the freshness of their ingredients. I ordered the traditional pad thai. They had two styles of pad thai (2 different sauces) on the menu. The flavors were pretty decent, the noodles weren't my favorite as they were thinner than I prefer. Nonetheless, it warrants at least another visit to try more dishes. They were packed when we arrived around 6pm. It appears to be a very popular spot so that says a lot. They were a little short staffed however, it was posted so that guests could see. We weren't in any big hurry, nevertheless, being short staffed didn't seem to slow down service. The ambiance was bustling, and the restaurant was very clean and smelled delicious the moment we walked in.","{""Friends"":19,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/rbAbU7rIl3z-eiwUQSwRwg/60s.jpg"",""Location"":""North Liberty, IA"",""Photos"":68,""Reviews_made"":80,""Tag"":""Elite24"",""URL"":""https://www.yelp.com/user_details?userid=Kv4GEND5JwBxi227QAb6Nw"",""Username"":""Stephanie C.""}","null","[{""Number"":1,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",7,"Elite from 24","0 check-in","Blue Elephant Thai Restaurant",true
"blue-elephant-thai-restaurant-coralville","""07/04/2024""",4,"I have always had great food from Blue Elephant whether we dine in or do take out it is always good. I really like their crab rangoons, they are so tasty and you get 6 of them! We ordered online and it was ready when it said it would be. Sometime you can wait a little while for your food, but they are always very kind and let you know before you order if there will be a longer wait. I love the casual dining space it is for dining in. This is my go to Thai restaurant in the Iowa City area","{""Friends"":2,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/9-2fed9LkaMyFnhXUKJctQ/60s.jpg"",""Location"":""Coralville, IA"",""Photos"":4,""Reviews_made"":4,""URL"":""https://www.yelp.com/user_details?userid=nMopIOb9Pkz7Vv4XJBOTXw"",""Username"":""Autum Y.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/-h6nbpa8U7L0MHXjcKf57w/348s.jpg""]","[{""Number"":2,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",9,"","0 check-in","Blue Elephant Thai Restaurant",true
"blue-elephant-thai-restaurant-coralville","""12/09/2023""",5,"Vincent our waiter was such a doll! The food was amazing and we Really enjoyed our time. :) The ambiance is very nice as well.","{""Friends"":0,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/AmdHPEHry1vxNF1HYQWs5A/60s.jpg"",""Location"":""Tacoma, WA"",""Photos"":10,""Reviews_made"":15,""URL"":""https://www.yelp.com/user_details?userid=7B9HkWAWFr28wDtcL3uNxA"",""Username"":""Adelle C.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/4P8Df1aG2CRMRDASZVx9rw/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/zZO-qMIwb61eMENpchLFyw/348s.jpg""]","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":1,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",1,"","0 check-in","Blue Elephant Thai Restaurant",true
"blue-elephant-thai-restaurant-coralville","""08/07/2021""",5,"I also got pulled in to try this place from the glowing reviews, and I'm very, very glad I came! This isn't just good Thai food for the area, I think Blue Elephant would stand up to Thai restaurant anywhere in the country. My experience with the Thai wings were a flavorful, crisp wing in a sweet, sour, spicy, and sticky sauce. Yum! The drunken noodle was the best drunken noodle I've ever had. The noodles themselves were perfect - if the plate was nothing but the noodles it'd still be a delicious meal, but the tofu with it had a nice browned outer layer and the veggies were in that perfect state of being cooked but also crisp.

I don't know when I'll next be in the area, but this will be a must-visit spot for me.","{""Friends"":39,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/zXi1Ekezc7BWjW6nvmTYpQ/60s.jpg"",""Location"":""Brooklyn Park, MN"",""Photos"":45,""Reviews_made"":240,""Tag"":""Elite24"",""URL"":""https://www.yelp.com/user_details?userid=KGS0J7jL_oZQU7McAUuJQQ"",""Username"":""David N.""}","null","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":1,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",1,"Elite from 24","0 check-in","Blue Elephant Thai Restaurant",true
"blue-elephant-thai-restaurant-coralville","""28/07/2020""",5,"I've been missing Thai food so bad these last months. So glad I stopped here. My meal and service was excellent. I wanted glass noodles so much and they accommodated the fact I wanted chicken with mild sauce. Best ever!!","{""Friends"":48,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/_ugWNN200Z_JivQREY6lBA/60s.jpg"",""Location"":""West Des Moines, IA"",""Photos"":11,""Reviews_made"":23,""URL"":""https://www.yelp.com/user_details?userid=OTLy4HO2oiFW8mQ9jrKIUQ"",""Username"":""Alison A.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/NAVgHIzMGQhHQOVOJPwTCw/348s.jpg""]","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",104,"","0 check-in","Blue Elephant Thai Restaurant",true
"zizikis-dallas-2","""25/09/2022""",2,"Ugh, just no. What a disappointment in food. We went for brunch and ordered off both the brunch and regular menu. It was clear that everything was just made as if they're feeding a buffet, esp the brunch menu items. Just no authenticity, care or concern. Salad was DOUSED in some ranch like dressing, lamb moussaka and meatballs were inedible, and even the fruit for dessert didn't look all that clean or fresh.

We arrived hungry expecting good quality Mediterranean food based on reviews but this is NOT it. Also the health score rating isn't up but based on the general score of restaurants within the vicinity, I have to believe this place is probably in the 80s as well.

Hard pass. You'll only enjoy this place if you're in your 20s and looking to drink and hang out to have a boozy brunch.","{""Friends"":931,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/wTAaS0FwqTGRFWK977nR8A/60s.jpg"",""Location"":""Dallas, TX"",""Photos"":34,""Reviews_made"":852,""Tag"":""Elite24"",""URL"":""https://www.yelp.com/user_details?userid=g82R2_L85cOxE3ADIUdRpA"",""Username"":""Diana K.""}","null","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""Diana, we are disappointed to read your review. For the record, we don't use Ranch and we do care about our food quality and authenticity. We take your feedback to heart. - from all of us at Ziziki's"",""Date"":""09/10/2022"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/6CvI7tpWl-I53YSW25TmiA/30s.jpg"",""Username"":""Kristi E.""}]",1,"Elite from 24","0 check-in","Ziziki's",true
"zizikis-dallas-2","""29/05/2023""",5,"Overall this place was great! The price for food and the quality was good. Overall the service was spotty because it was busy for a Sunday brunch but not bad enough to stop me from coming back! We sat outside by the fountain and it was so nice and calming. Overall 8/10 would recommend this place to a friend!","{""Friends"":1,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/i89erkN53JvTNZKHfCp8vA/60s.jpg"",""Location"":""Denton, TX"",""Photos"":242,""Reviews_made"":83,""URL"":""https://www.yelp.com/user_details?userid=PUlqHy6WZKe5yuHVQjKBhw"",""Username"":""Alyssa J.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/-rwktW7yWoFsL9xCAQkp3w/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/36ReBCIGoKq77-DyVrri2Q/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/90ibmVdSis6huPOqvjwNzA/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/GuCeAFvUJb8pPTCfwcJwiQ/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/ww_qPNCE6ttwRHxRo71xHg/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/ryUQcOOoMYIaID_zlm46vQ/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/2tUk3dsdc90BAwMQwcctOA/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/yb1lIgEkZzfxjBO2dcJX-g/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/HJOY_jkGZXetXPOc2Tie6Q/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/gSBawCGlVe4hn2o05yfKog/348s.jpg""]","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""Alyssa, thank you for joining us for brunch today! Holidays are always crazy busy on the patio so apologies for the spotty service. We are delighted that you enjoyed the fountain and food quality. Thank you for taking all of the wonderful photos. We hope you'll dine with us again soon or come back for happy hour! - from all of us at Ziziki's"",""Date"":""29/05/2023"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/6CvI7tpWl-I53YSW25TmiA/30s.jpg"",""Username"":""Kristi E.""}]",6,"","0 check-in","Ziziki's",true
"zizikis-dallas-2","""21/09/2020""",3,"I've had Greek Gyros, to Turkish Doner Kebabs from all over and I'm just going to have to say that this Gyro fell flat for me.  There wasn't that traditional lamb flavor that comes out in a good gyro or kebab.  I'm not sure if it lacked seasoning or what, but it just fell flat.

I am sure they probably have other dishes that are great, but this one didn't wow me.  The service I did received when I picked up my order was excellent.","{""Friends"":575,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/eX4rLUdsWXQ7GcDXDv-iWQ/60s.jpg"",""Location"":""Grand Prairie, TX"",""Photos"":2706,""Reviews_made"":607,""Tag"":""Elite24"",""URL"":""https://www.yelp.com/user_details?userid=fMe4Zf-nhjJQagOi-wNwJw"",""Username"":""David S.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/VnbmN-YypB-5q9FOhlgQcA/348s.jpg""]","[{""Number"":5,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":3,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""Thank you for the nod on our excellent service! We are sorry to hear the lamb gyros wasn't seasoned to your taste. We'll report that back to our kitchen staff and appreciate the time you took to let us know your thoughts.\nZiziki's Travis Walk"",""Date"":""30/09/2020"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/6CvI7tpWl-I53YSW25TmiA/30s.jpg"",""Username"":""Kristi E.""}]",4,"Elite from 24","0 check-in","Ziziki's",true
"zizikis-dallas-2","""30/03/2022""",5,"AMAZING family style brunch! A friend of mine decided to celebrate her birthday here, we'd seen the restaurant on IG. Such a great choice! We were not disappointed at all! 

You can self park on the street near the restaurant, but for $5 the restaurant offers valet. Most of the group went the valet route. Beautiful outdoor seating! 

There were 7 of us and more than enough food to go around. There were 5 courses that came out, I missed photos of the first and the last, sorry! The first trays were cheesy pitas with some kind of sauce, not sure what it was exactly but it was delish! Then, the tray with the salad, pasta, bagels, salmon, hummus and more pita came out. Next was the traditional American breakfast food - pancakes, potatoes and eggs. Next we're trays of kabobs, meatballs and mushrooms. Last was a dessert tray with fresh fruit as well. If it's your birthday you get a special treat!

The champagne was bottomless (during brunch) and comes with OJ. For a slight up charge you can get peach, cranberry or mango juice as well. 

From the food to the service to the atmosphere we all loved it and will definitely be returning! Do yourself a favor and check them out!","{""Friends"":0,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/Ybl6euuPGm9mZRtGGtLbGg/60s.jpg"",""Location"":""Fort Worth, TX"",""Photos"":33,""Reviews_made"":27,""URL"":""https://www.yelp.com/user_details?userid=1KbZzX6w2L522_3BjYzDtg"",""Username"":""Christina T.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/llNv6Na_GwFIpZlbOWmQDA/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/zLBFYLuy3Rkl2bHrn4Ijxw/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/QEFqZ6eNS417OXU3EB6EAQ/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/Y8NDYNVD2P_YK3NBLdu7qg/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/ZeCPz7DJYRKrTIcBvQ9oiw/348s.jpg""]","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""We are so glad you friend celebrated her birthday with us and you had a great brunch experience, Christina. We are so grateful for your detailed review and recommendation. We hope to see you again soon! - from all of us at Ziziki's"",""Date"":""02/04/2022"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/6CvI7tpWl-I53YSW25TmiA/30s.jpg"",""Username"":""Kristi E.""}]",1,"","0 check-in","Ziziki's",true
"zizikis-dallas-2","""29/03/2023""",5,"Excellent restaurant and has been for many years. One of if not the best calamaris in town. The hardest part is choosing between the salmon and lamb souvlaki, both are incredible. Great staff and newly facelifted decor.","{""Friends"":42,""Location"":""Dallas, TX"",""Photos"":1,""Reviews_made"":12,""URL"":""https://www.yelp.com/user_details?userid=GNgVm5uoK3sALIOw_qC9TQ"",""Username"":""Adam D.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/ycdxr6PRw_oXnFwQYtmlJQ/348s.jpg""]","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""Thank you, Adam. We are so glad you've been a patron for many years. Love hearing that you rate our calamari high and enjoy our salmon and lamb souvlaki, Appreciate the nod on our renovated interior too! Thanks for the five stars! - from all of us at Ziziki's"",""Date"":""29/03/2023"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/6CvI7tpWl-I53YSW25TmiA/30s.jpg"",""Username"":""Kristi E.""}]",3,"","0 check-in","Ziziki's",true
"zizikis-dallas-2","""12/06/2022""",4,"Cute little restaurant with ""ok"" service. Drinks took a while but were decent.  My hubby loved his Lamb gyro salad. I dipped my lasagna in the cucumber sauce which made it yummy (a little too sweet for my liking). Calamari was fresh with a yummy breading. You can't go wrong with cheesy pita bread. We'll return for the calamari and gyro lamb salad.","{""Friends"":84,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/Gnx7i0p5Ct3ih7f58DaGgg/60s.jpg"",""Location"":""Carrollton, TX"",""Photos"":18,""Reviews_made"":28,""URL"":""https://www.yelp.com/user_details?userid=QPmb1v9wE8Z_WiuYXkccWA"",""Username"":""Tiffany J.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/JVhDwk7_4hurbxvcpr3cAQ/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/FZlwU9FQa92WUAG_IGW2Ng/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/TN8dirIGWWTNC9v8JjLHMA/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/f0fRAe0bEy4ZkTdniS7e2A/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/ckoeiZ2c1cjCfO0JHiRZpg/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/E04VvJxe41vuO0nMDE8nZQ/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/dDje4pVo-RMviPLrZtLKXg/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/1r0aWAHzCzQiClquBVB0eA/348s.jpg""]","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""We are so glad you loved our lamb gyro salad and calamari, Tiffany. Happy to hear that you're coming back to see us! Thank you for your feedback. - from all of us at Ziziki's"",""Date"":""29/06/2022"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/6CvI7tpWl-I53YSW25TmiA/30s.jpg"",""Username"":""Kristi E.""}]",8,"","0 check-in","Ziziki's",true
"zizikis-dallas-2","""11/10/2018""",4,"I had not been here for several years, no real reason other than I am busy trying lots of new and different restaurants in Dallas. It has not changed much if at all. Still serves high end food. It's a bit pricey in my opinion but that's Highland Park.

I really wanted to order a lamb gyro but it was $18 and I am not paying that much for a gyro. So I compromised and ordered something else.

My alternative was the chicken gyro that was really good, liked it a lot. Very filling and tasty ($13). The wife ordered the lamb burger ($15) and instructed me to say that it lacked seasoning. Needed salt or something, so it was rather flat. She said Hopdoddy has a much better lamb burger.

We started with the artichoke hummus that was good but a rather small portion for $11. 

Service was attentive. The restaurant is clean and upscale. I hope I don't wait so long to return next time.","{""Friends"":469,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/iqiiMqm39GVyDyN6TE94Rw/60s.jpg"",""Location"":""Dallas, TX"",""Photos"":5439,""Reviews_made"":1944,""Tag"":""Elite24"",""URL"":""https://www.yelp.com/user_details?userid=eZGoPMRfq2hw5LfwJg0uTA"",""Username"":""Stephen W.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/WYiVYMvxTqLBXr9qSdCGRw/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/dUVHOPSEd8SlrAr6JPfdAw/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/JMjdqTFw9mQSnQVJ75jpYg/348s.jpg""]","[{""Number"":17,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":11,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""Stephen - we are so glad you came back! Thank you for taking the time to do an updated review. - Ziziki's Restaurants"",""Date"":""28/10/2018"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/6CvI7tpWl-I53YSW25TmiA/30s.jpg"",""Username"":""Kristi E.""},{""Content"":""3.5 stars. This is the go-to place in the University Park/Highland Park environs. It remains very good, although it has slipped a notch over the years. Their tadziki (spelling) sauce is the best around. And we love their lamb. Their bread and hummus are excellent too. Can't imagine why I don't go there more often, I can't remember a time I was disappointed."",""Date"":""12/12/2009"",""Images"":[],""User_Image"":""https://s3-media0.fl.yelpcdn.com/photo/iqiiMqm39GVyDyN6TE94Rw/60s.jpg"",""Username"":""Stephen W.""}]",10,"Elite from 24","0 check-in","Ziziki's",true
"zizikis-dallas-2","""07/02/2022""",3,"Response from establishment shows a nerve was struck! Sorry about that. All we know is we had more Champaign than we could drink and we had to ask 5 times for more orange juice but Champaign was delivered to our table 3 times between us asking for more orange juice. Just sayin!!","{""Friends"":5,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/N1HVjHhdeS67VFA4M2zrlQ/60s.jpg"",""Location"":""Dallas, TX"",""Photos"":149,""Reviews_made"":171,""URL"":""https://www.yelp.com/user_details?userid=Osp9FxLa-10aNCJE-4Zv5g"",""Username"":""JT A.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/s2J4ghXqlhcvP2SgiIVEuA/348s.jpg""]","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""Thank you for taking the time to provide feedback. One thing we are not all about is \""getting you drunk on cheap Champaign (sic)\"". We are terribly sorry you feel that way. We are; however, appreciative that you found our food good and grateful that you joined us for brunch."",""Date"":""07/02/2022"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/6CvI7tpWl-I53YSW25TmiA/30s.jpg"",""Username"":""Kristi E.""},{""Content"":""Good food and service is OK. Came for brunch $38 pp lots of food and all the Champaign you can drink; be careful not to order more orange juice because they don't want to give you much! It's all about getting you drunk on cheap Champaign and limit their costs. But food was good."",""Date"":""30/01/2022"",""Images"":[],""User_Image"":""https://s3-media0.fl.yelpcdn.com/photo/N1HVjHhdeS67VFA4M2zrlQ/60s.jpg"",""Username"":""JT A.""}]",7,"","0 check-in","Ziziki's",true
"zizikis-dallas-2","""12/07/2021""",5,"This place was by far the most amazing brunch I've had in Dallas and I've been living here almost 7 years. They were very accommodating after adding 2 more people to our party last minute. This is by far the best hidden gem that I've found in Dallas, I want to tell everyone about it but I also want to selfishly keep it to myself because I don't want to be booked up lol every single employee we came in contact with was so nice. We did the all you could eat family style with bottomless mimosas. By far the best smoked salmon with capers I've ever had. The chicken skewers was so good as well. I can't wait to get back. I will definitely be a regular here.","{""Friends"":23,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/EmUfWMAWawVQwJQjyNJhYg/60s.jpg"",""Location"":""Dallas, TX"",""Photos"":102,""Reviews_made"":75,""Tag"":""Elite24"",""URL"":""https://www.yelp.com/user_details?userid=6pCfBwlIT6nRtrAGs7M0SQ"",""Username"":""Brandi B.""}","null","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",2,"Elite from 24","0 check-in","Ziziki's",true
"zizikis-dallas-2","""30/07/2019""",5,"I was having lunch with with a Greek friend and thought he'd appreciate coming here.  My hunch was right and we both enjoyed Ziziki's.  It was a beautiful day and we sat in the courtyard right by a water fountain.  Our sever was so attentive and gracious.  And the food was authentic and delicious. 

My chicken souvlaki sandwich was excellent.  The chicken was moist and not burnt.  The wrap was also fresh and tasted great.  My friend had the lamb and thought it was very good also.

We started with a calamari which was also excellent. And we ended with a baklava.  All in all, authentic tasty Greek food in an upscale and enjoyable setting.  What more could you ask for.","{""Friends"":133,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/7d3nHpL8Vys0GukG-DsgRw/60s.jpg"",""Location"":""Dallas, TX"",""Photos"":214,""Reviews_made"":775,""Tag"":""Elite24"",""URL"":""https://www.yelp.com/user_details?userid=Q1ZbMYWMdXlWPHpg24f9pw"",""Username"":""Dan L.""}","null","[{""Number"":1,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""Dan - Thank you for the kind review! Glad you and your Greek friend dined with us and enjoyed the Greek food and the atmosphere. Come back and dine in our lovely courtyard. We'll have your table ready! - Ziziki's Restaurants"",""Date"":""10/08/2019"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/6CvI7tpWl-I53YSW25TmiA/30s.jpg"",""Username"":""Kristi E.""}]",7,"Elite from 24","0 check-in","Ziziki's",true
"zizikis-dallas-2","""05/04/2022""",5,"Consistently good.  Wonderful service.  It's one place that hasn't changed in 20 years.  That is not easy to find these days.","{""Friends"":54,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/rW0s090gQd5yN75BF9qIBQ/60s.jpg"",""Location"":""Dallas, TX"",""Photos"":22,""Reviews_made"":18,""URL"":""https://www.yelp.com/user_details?userid=IlUM2ufFZGeK1hgQVWtclQ"",""Username"":""Meredith M.""}","null","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""Meredith, we value our long-time patrons beyond words. Thank you for dining with us for years. We are grateful for the kind review and look forward to serving you again soon! - from all of us at Ziziki's"",""Date"":""06/04/2022"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/6CvI7tpWl-I53YSW25TmiA/30s.jpg"",""Username"":""Kristi E.""}]",4,"","0 check-in","Ziziki's",true
"zizikis-dallas-2","""23/07/2022""",5,"Always the best service and the kindest waiters! Always a pleasure coming here. A definite must for Dallas visitors!!!","{""Friends"":0,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/9dWsw-rknu0qg-8FvYqXsQ/60s.jpg"",""Location"":""Northeast Dallas, Dallas, TX"",""Photos"":1,""Reviews_made"":3,""URL"":""https://www.yelp.com/user_details?userid=RiTO4XhkgwMH5QvElBxVRQ"",""Username"":""Hannah V.""}","null","[{""Number"":0,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":0,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","[{""Content"":""Hannah, we genuinely appreciate the wonderful review and perfect five stars. We look forward to serving you again soon! - from all of us at Ziziki's"",""Date"":""25/07/2022"",""Title"":""BizUserReviewReply"",""User_Image"":""https://s3-media0.fl.yelpcdn.com/buphoto/6CvI7tpWl-I53YSW25TmiA/30s.jpg"",""Username"":""Kristi E.""}]",8,"","0 check-in","Ziziki's",true
"cafe-izmir-dallas","""11/11/2024""",5,"This place is a real find! Authentic medi food, funky vibes and slick energy. The service was as great as the pomegranate shrimp and lamb chops! Def recommend this place! Stop by next time you're on Greenville Ave, in Dallas!","{""Friends"":1,""Image"":""https://s3-media0.fl.yelpcdn.com/photo/l4Haoj-uMiD1tknj9-Z9ig/60s.jpg"",""Location"":""Alexandria, VA"",""Photos"":25,""Reviews_made"":18,""URL"":""https://www.yelp.com/user_details?userid=QiGofzwY70JxQvy5pczrNA"",""Username"":""Hollyann M.""}","[""https://s3-media0.fl.yelpcdn.com/bphoto/Z9IuBk4OAe5rEnKWV_yDtw/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/1JaKkpXQfdLuChXujaTKog/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/v2UCbiXxbDcRWV00o8sAkA/348s.jpg"",""https://s3-media0.fl.yelpcdn.com/bphoto/vBGH7CL6SB8WPALQFJxf8A/348s.jpg""]","[{""Number"":1,""Title"":""Helpful""},{""Number"":0,""Title"":""Thanks""},{""Number"":1,""Title"":""Love this""},{""Number"":0,""Title"":""Oh no""}]","null",3,"","0 check-in","Cafe Izmir",true
